pokemon_name,card_id,card_number,set_name,set_slug,variant,rarity,currency,market,ebay_avg_price,ebay_low_price,ebay_high_price,ebay_sale_count,ebay_avg_1d,ebay_avg_7d,ebay_avg_30d,ebay_median_3d,ebay_median_7d,ebay_median_30d,tcgplayer_avg_price,tcgplayer_low_price,tcgplayer_high_price,tcgplayer_sale_count,tcgplayer_avg_1d,tcgplayer_avg_7d,tcgplayer_avg_30d,tcgplayer_median_3d,tcgplayer_median_7d,tcgplayer_median_30d,last_updated,image_url,popularity_rank,popularity_score
Exeggcute,019c3ac3-ec71-70da-b909-7da1c5451ab1,103/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.69,2.69,2.69,45.0,1.7,2.27,2.27,2.69,2.195,2.34,0.17,0.02,0.15,3660.0,0.18,0.14428571,0.15387097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d15786bf9ad034de.webp,144.0,5.62
Exeggutor,019bffaa-1a47-7762-8bb5-57e14f567536,103/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.49,1.49,1.49,74.0,1.42,1.9157143,2.1158333,1.46,1.46,2.0,1.56,2.79,2.79,4679.0,1.56,1.5385715,1.682258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d15786bf9ad034de.webp,94.0,38.62
Exeggutor,019c3ac3-ec71-70da-b909-7da1c5451ab1,103/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.69,2.69,2.69,45.0,1.7,2.27,2.27,2.69,2.195,2.34,0.17,0.02,0.15,3660.0,0.18,0.14428571,0.15387097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/d15786bf9ad034de.webp,94.0,38.62
Cubone,019bffaa-1a47-7762-8bb5-5a540df1c8c2,104/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,2.17,2.17,2.17,89.0,1.37,1.5471429,1.599,1.395,1.5,1.5,0.3,0.15,0.36,5250.0,0.32,0.3257143,0.3035484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/52d216d0db1d931d.webp,32.0,79.54
Cubone,019c3ac3-ec71-70da-b909-80b23ff19d5f,104/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.355,0.72,1.99,57.0,0.92,1.2428571,1.6236364,0.92,1.085,1.49,0.2,0.01,0.41,2648.0,0.19,0.14,0.15709677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/52d216d0db1d931d.webp,32.0,79.54
Cubone,019bffab-58b9-77cf-912c-e16586a24924,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/f6962a0dacc93777.webp,32.0,79.54
Marowak,019bffaa-1a47-7762-8bb5-5f6cfef304b7,105/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,2.49,2.49,2.49,90.0,1.49,2.155,2.155,2.49,2.49,2.24,0.95,1.45,1.45,5269.0,0.93,0.95,0.9025806,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fabce11d84debcbc.webp,41.0,73.6
Marowak,019c3ac3-ec71-70da-b909-866a4d840ec9,105/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,1.66,1.66,1.66,76.0,1.66,1.6678572,1.6678572,1.66,1.66,1.66,0.31,0.3,0.4,2645.0,0.3,0.28142858,0.25935483,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fabce11d84debcbc.webp,41.0,73.6
Hitmonlee,019bffaa-1a47-7762-8bb5-60878b3389ee,106/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,2.54,1.12,3.96,80.0,4.75,3.5192857,3.175,3.415,2.16,2.49,1.85,1.76,3.32,5052.0,1.88,1.9628571,1.9116129,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/8fa4ceecef7e0d5d.webp,60.0,61.06
Hitmonlee,019c3ac3-ec71-70da-b909-8a956b48e66f,106/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,0.99,0.99,0.99,49.0,2.49,1.8233334,1.8233334,1.74,1.74,1.99,0.28,0.15,0.15,1518.0,0.28,0.22571428,0.20838709,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/8fa4ceecef7e0d5d.webp,60.0,61.06
Hitmonlee,019bffab-58b9-77cf-912c-df01bb94d795,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/88e698ceba599b15.webp,60.0,61.06
Hitmonchan,019bffaa-1a47-7762-8bb5-6741867d37e1,107/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,2.09,2.09,2.09,96.0,2.2,2.355,2.4185,2.09,2.495,2.44,1.61,1.53,2.96,4921.0,1.55,1.6314286,1.691613,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/cd9535a4777bdb1a.webp,53.0,65.68
Hitmonchan,019c3ac3-ec71-70da-b909-8dfcb57c3aef,107/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.99,2.99,2.99,65.0,2.65,2.0828571,2.0828571,2.99,2.65,1.99,0.12,0.01,0.15,5097.0,0.13,0.14428571,0.1667742,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/cd9535a4777bdb1a.webp,53.0,65.68
Hitmonchan,019bffab-58b9-77cf-912c-e9d78a420c0f,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a13e4967b525cf66.webp,53.0,65.68
Lickitung,019bffaa-1a47-7762-8bb5-6828d83b9e9a,108/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.99,0.99,0.99,54.0,1.645,1.6135714,1.644375,0.99,1.345,1.99,0.29,0.29,0.29,4117.0,0.32,0.3157143,0.29548386,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/740fec89360d257d.webp,100.0,34.66
Lickitung,019c3ac3-ec71-70da-b909-9010d1e65ccd,108/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.04,1.04,1.04,25.0,1.98,1.3525,1.3525,1.51,1.51,1.22,0.1,0.01,0.25,4699.0,0.1,0.10285714,0.10870968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/740fec89360d257d.webp,100.0,34.66
Koffing,019bffaa-1a47-7762-8bb5-6e10d98029f6,109/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.99,1.99,1.99,33.0,1.49,2.435,2.435,1.99,1.99,2.34,0.31,0.26,0.29,4192.0,0.31,0.3014286,0.2687097,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/ad890b5825d13388.webp,129.0,15.52
Koffing,019c3ac3-ec71-70da-b909-95c5f7c783cb,109/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.79,1.79,1.79,25.0,1.65,1.7199999,1.7199999,1.79,1.79,1.72,0.15,0.15,0.15,6174.0,0.15,0.14714286,0.14870968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/ad890b5825d13388.webp,129.0,15.52
Weezing,019bffaa-1a47-7762-8bb5-70a7bb5beb2e,110/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,2.99,2.99,2.99,87.0,2.99,2.662857,2.7141666,2.99,2.99,2.99,1.71,0.3,1.85,5151.0,1.91,1.9342858,1.7635484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/61c1a1697f0711de.webp,107.0,30.04
Weezing,019c3ac3-ec71-70da-b909-9b3455d09f77,110/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,2.9,2.9,2.9,79.0,1.47,1.6228572,1.9983333,2.9,1.7,1.7,0.3,0.32,0.32,7518.0,0.3,0.2942857,0.27258065,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/61c1a1697f0711de.webp,107.0,30.04
Weezing,019bffab-58b9-77cf-912c-eefbc639b60e,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9e471cb1deb053a2.webp,107.0,30.04
Rhyhorn,019bffaa-1a47-7762-8bb4-bb21fb8839c2,111/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.98,1.98,1.98,31.0,1.66,1.6783333,1.6783333,1.98,1.98,1.66,0.27,0.29,0.29,3697.0,0.26,0.28285715,0.26903227,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/be2988bed6cbc702.webp,65.0,57.76
Rhyhorn,019c3ac3-ec71-70da-b908-fc57eee66dfb,111/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,0.99,0.99,0.99,24.0,1.16,1.0749999,1.0749999,0.99,1.075,0.99,0.09,0.01,0.4,3974.0,0.08,0.074285716,0.0783871,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/be2988bed6cbc702.webp,65.0,57.76
Rhydon,019bffaa-1a47-7762-8bb4-c3bec2ef9521,112/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.75,1.75,1.75,43.0,1.29,1.5957143,1.644,1.52,1.52,1.595,0.23,0.1,0.6,3748.0,0.21,0.22571428,0.21806452,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/37b0525a546653fb.webp,50.0,67.66
Rhydon,019c3ac3-ec71-70da-b909-06ce2690b58e,112/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.0,2.0,2.0,25.0,1.89,1.9449999,1.9449999,2.0,2.0,1.945,0.12,0.25,0.25,3682.0,0.11,0.10714286,0.10483871,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/37b0525a546653fb.webp,50.0,67.66
Chansey,019bffaa-1a47-7762-8bb4-c8fe5a076bd9,113/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,2.25,2.25,2.25,110.0,1.87,1.96,2.0536363,2.25,1.87,1.99,1.44,1.4,2.27,5424.0,1.43,1.4114286,1.2867742,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/4fa486b79a297550.webp,80.0,47.86
Chansey,019c3ac3-ec71-70da-b909-08e42511068c,113/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,1.645,1.5,1.79,136.0,0.99,1.3464286,1.786875,1.25,1.5,1.97,0.38,0.32,0.54,12147.0,0.38,0.36142856,0.32193547,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/4fa486b79a297550.webp,80.0,47.86
Tangela,019bffaa-1a47-7762-8bb4-d973499859ec,114/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.29,1.29,1.29,42.0,1.8,1.6857142,1.775,1.29,1.545,1.695,0.27,0.27,0.27,3660.0,0.27,0.27,0.28354838,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/80accedec80ac769.webp,124.0,18.82
Tangela,019bffab-58b9-77cf-912b-8bed64c35123,178/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Illustration Rare,USD,US,17.915,15.84,19.99,466.0,20.63,18.129286,16.216167,18.83,17.99,15.99,22.3,18.0,19.18,7247.0,22.41,20.455715,18.40258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/e3bf5921c6fc316a.webp,124.0,18.82
Tangela,019c3ac3-ec71-70da-b909-0d9f619e762e,114/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.88,1.88,1.88,23.0,9.0,4.2466664,4.2466664,1.88,1.88,1.93,0.08,0.08,0.08,3475.0,0.09,0.08571429,0.105483875,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/80accedec80ac769.webp,124.0,18.82
Kangaskhan,019bffaa-1a47-7762-8bb4-e1e25136e2ab,115/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Double Rare,USD,US,1.8433334,0.99,3.29,284.0,3.48,2.1942856,2.1611905,2.27,1.99,1.99,1.21,0.99,2.99,12016.0,1.14,1.2157143,1.2467742,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/cc0be3be0e009c73.webp,48.0,68.98
Kangaskhan,019bffab-58b9-77cf-912b-6314ac263dd0,190/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Ultra Rare,USD,US,12.99,12.99,12.99,267.0,7.99,9.061428,8.2973995,10.49,7.99,7.99,8.61,7.0,7.36,5661.0,8.57,7.937143,7.7358065,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/e14c6f519472b8b9.webp,48.0,68.98
Horsea,019bffaa-1a47-7762-8bb4-e71ff5eeb7f4,116/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,0.72,0.72,0.72,40.0,1.505,1.4725,1.4725,1.505,1.59,1.645,0.24,0.3,0.3,3676.0,0.24,0.26,0.23032258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/ed4af6e4fed5204a.webp,101.0,34.0
Horsea,019c3ac3-ec71-70da-b909-110a9e64b732,116/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,27.0,1.98,1.76,1.76,1.985,1.985,1.98,0.09,0.01,0.25,4065.0,0.09,0.09142857,0.09903226,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/ed4af6e4fed5204a.webp,101.0,34.0
Seadra,019bffaa-1a47-7762-8bb4-eb5a982812e7,117/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,1.39,1.39,1.39,31.0,1.45,1.4333334,1.4333334,1.39,1.39,1.45,0.23,0.27,0.4,3675.0,0.23,0.26285714,0.24032257,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fdd2986f854a20f2.webp,66.0,57.1
Seadra,019c3ac3-ec71-70da-b909-1414493cfa8f,117/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.99,1.99,1.99,36.0,1.98,1.9866667,1.9866667,1.985,1.985,1.99,0.09,0.01,0.25,3748.0,0.09,0.087142855,0.102580644,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/fdd2986f854a20f2.webp,66.0,57.1
Goldeen,019bffaa-1a47-7762-8bb5-75743774c299,118/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.66,1.66,1.66,38.0,1.66,1.5233333,1.5233333,1.66,1.66,1.55,0.23,0.18,0.29,3458.0,0.23,0.25285715,0.23064516,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bcf9a4ebc7d03a61.webp,142.0,6.94
Goldeen,019c3ac3-ec71-70da-b909-9cdf6a91aab6,118/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,23.0,2.67,1.594,1.594,2.33,2.33,1.31,0.14,0.01,0.01,3738.0,0.14,0.122857146,0.09870968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bcf9a4ebc7d03a61.webp,142.0,6.94
Seaking,019bffaa-1a47-7762-8bb5-7a5edd9ffccb,119/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,3.88,3.88,3.88,58.0,2.49,2.5357144,2.5357144,3.88,3.185,2.49,1.39,1.96,1.96,4450.0,1.35,1.32,1.2796774,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/63af95a38b2a68bf.webp,132.0,13.54
Seaking,019c3ac3-ec71-70da-b909-a2f1ea6a3456,119/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,2.9,2.9,2.9,40.0,1.99,2.094,2.094,2.9,2.445,1.99,0.15,0.15,0.15,3582.0,0.15,0.12857144,0.13032258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/63af95a38b2a68bf.webp,132.0,13.54
Staryu,019bffaa-1a47-7762-8bb5-7e04cb162941,120/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.99,1.99,1.99,54.0,1.99,1.8285714,1.8705,1.99,1.87,1.99,0.28,0.29,0.29,4157.0,0.29,0.28857142,0.27870968,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9f874f4941c198e4.webp,92.0,39.94
Staryu,019c3ac3-ec71-70da-b909-a764bfe5a7a1,120/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,28.0,1.79,1.89,1.89,1.99,1.99,1.89,0.13,0.15,0.15,4442.0,0.13,0.111428574,0.12806451,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9f874f4941c198e4.webp,92.0,39.94
Starmie,019bffaa-1a47-7762-8bb5-8207ed8c8ef6,121/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,2.99,2.99,2.99,86.0,2.99,2.3985715,2.3985715,2.99,2.99,1.99,0.85,0.72,1.38,5076.0,0.82,0.80714285,0.8135484,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/b9228ddd7720c05e.webp,49.0,68.32
Starmie,019c3ac3-ec71-70da-b909-a941a7dde770,121/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,1.49,1.49,1.49,95.0,,,,1.31,1.31,1.38,0.27,0.19,0.35,7381.0,0.29,0.27571428,0.26193547,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/b9228ddd7720c05e.webp,49.0,68.32
Mr. Mime,019bffaa-1a47-7762-8bb5-8584ca6ebcb4,122/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,1.49,1.49,1.49,88.0,1.6,1.7914286,1.8355556,1.545,1.795,1.99,1.12,1.0,1.4,5093.0,1.1,0.97,0.83709675,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a44e02f579d7d02d.webp,119.0,22.12
Mr. Mime,019bffab-58b9-77cf-912b-6deb4f89a22e,179/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Illustration Rare,USD,US,15.0,15.0,15.0,368.0,15.0,15.18,15.533519,15.0,16.0,15.49,15.65,15.25,16.24,6985.0,15.44,15.395715,16.245806,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c84c6518b17b2e83.webp,119.0,22.12
Mr. Mime,019c3ac3-ec71-70da-b909-ae150d49487f,122/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,3.0,3.0,3.0,99.0,1.57,1.9457144,1.688,3.0,1.7,1.39,0.3,0.23,0.26,7729.0,0.3,0.29142857,0.26451612,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/a44e02f579d7d02d.webp,119.0,22.12
Scyther,019bffaa-1a47-7762-8bb5-893592a2f0a7,123/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,2.85,2.71,2.99,33.0,2.99,3.0425,3.0425,2.85,2.85,2.99,3.05,2.88,3.84,5071.0,2.98,2.71,2.5770967,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/7d84060b39ca38d1.webp,21.0,86.8
Scyther,019c3ac3-ec71-70da-b909-b1183fa97b92,123/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,5.74,5.74,5.74,21.0,,,,5.74,5.74,5.74,0.16,0.16,0.16,7028.0,0.16,0.14857143,0.16548388,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/7d84060b39ca38d1.webp,21.0,86.8
Scyther,019bffab-58b9-77cf-912c-eefbc639b60e,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/9e471cb1deb053a2.webp,21.0,86.8
Jynx,019bffaa-1a47-7762-8bb5-8c835df901c6,124/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Double Rare,USD,US,1.99,1.99,1.99,278.0,2.735,2.3507142,2.576842,2.37,2.25,2.29,1.41,1.24,2.49,10597.0,1.29,1.2914286,1.2632258,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/1e08e907b9880ab6.webp,141.0,7.6
Jynx,019bffab-58b9-77cf-912b-5ff11fa9483b,191/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Ultra Rare,USD,US,6.585,5.5,7.67,337.0,7.92,7.9642854,8.786154,7.335,7.67,7.995,8.43,6.9,7.99,5855.0,8.71,8.348572,7.886129,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/3354a274baa16039.webp,141.0,7.6
Electabuzz,019bffaa-1a47-7762-8bb5-921f851e28bc,125/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.69,1.69,1.69,93.0,1.69,2.0757143,2.0757143,1.69,1.74,2.19,0.67,0.67,0.88,4671.0,0.66,0.6585714,0.6654839,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/6208b5ebd56a53be.webp,47.0,69.64
Electabuzz,019c3ac3-ec71-70da-b909-b46ffd3ef87b,125/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,3.4,3.0,3.8,212.0,2.0,2.2071428,1.9665,2.595,2.0,1.99,0.12,0.01,0.01,1839.0,0.12,0.09714286,0.106451616,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/6208b5ebd56a53be.webp,47.0,69.64
Electabuzz,019bffab-58b9-77cf-912c-d4751a196902,,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,,USD,US,,,,,,,,,,,,,,,,,,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/7ed281bff3184cca.webp,47.0,69.64
Magmar,019bffaa-1a47-7762-8bb5-96ef5db53240,126/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,2.89,2.89,2.89,85.0,1.99,2.8042858,2.7275,2.44,2.4,2.69,1.96,2.75,2.75,4696.0,1.89,1.8971429,1.7616129,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/5fc5b34dd87a24dc.webp,61.0,60.4
Magmar,019c3ac3-ec71-70da-b909-bbee9871601d,126/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.99,1.99,1.99,46.0,2.15,2.3500001,2.3500001,1.99,2.07,2.15,0.1,0.01,0.25,1823.0,0.1,0.09,0.09709677,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/5fc5b34dd87a24dc.webp,61.0,60.4
Pinsir,019bffab-58b9-77cf-912a-90e483632445,127/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,4.63,4.63,4.63,76.0,2.99,3.1785715,2.7718182,2.99,2.99,2.77,1.9,2.86,2.86,4550.0,1.85,1.8071429,1.8558065,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c2dc79aa14a42058.webp,75.0,51.16
Pinsir,019c3ac3-ec71-70da-b909-be4bc941ea79,127/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,1.59,1.59,1.59,39.0,2.76,1.98,1.98,1.59,1.59,2.15,0.18,0.01,0.25,3879.0,0.2,0.12571429,0.13967742,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/c2dc79aa14a42058.webp,75.0,51.16
Taurus,019bffab-58b9-77cf-912a-954c14a757e6,128/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Uncommon,USD,US,2.19,2.19,2.19,85.0,2.19,2.3185716,2.1773076,2.19,2.19,1.99,1.36,1.97,2.05,4683.0,1.32,1.3185714,1.2267742,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/88a2a2e7d52b3775.webp,,
Taurus,019c3ac3-ec71-70da-b909-c243946fc825,128/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Uncommon,USD,US,5.27,5.27,5.27,46.0,5.27,3.0833333,3.0833333,5.27,5.27,2.09,0.14,0.15,0.15,4064.0,0.14,0.14,0.14225806,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/88a2a2e7d52b3775.webp,,
Magikarp,019bffab-58b9-77cf-912a-9a9b69ca4c1b,129/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Common,USD,US,1.99,1.99,1.99,39.0,1.49,1.9,1.9,1.99,1.99,1.78,0.34,0.29,0.4,5606.0,0.32,0.31714284,0.30709678,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/882e9699dbcbb5c8.webp,89.0,41.92
Magikarp,019c3ac3-ec71-70da-b909-c78a6a56bd5b,129/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Normal,Common,USD,US,1.22,1.22,1.22,15.0,2.49,1.855,1.855,1.22,1.22,1.855,0.21,0.21,0.21,7025.0,0.2,0.17571428,0.18419355,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/882e9699dbcbb5c8.webp,89.0,41.92
Gyarados,019bffab-58b9-77cf-912a-9f070ef58a49,130/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Reverse_Holofoil,Rare,USD,US,1.5,1.5,1.5,149.0,1.69,2.1685715,2.4596875,1.595,1.99,2.5,1.77,1.58,3.06,5605.0,1.73,1.8771429,1.8419355,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bd8a0ef88058d972.webp,2.0,99.34
Gyarados,019c3ac3-ec71-70da-b909-cb0f57179735,130/165,SV: Scarlet & Violet 151,sv-scarlet-and-violet-151,Holofoil,Rare,USD,US,1.74,1.74,1.74,148.0,1.99,1.9150001,1.9186112,1.74,1.845,1.935,0.35,0.25,0.44,12750.0,0.35,0.32857144,0.32935485,,,,2026-05-25T21:28:58.987Z,https://cdn.poketrace.com/cards/bd8a0ef88058d972.webp,2.0,99.34
