pokemon_name,card_id,card_number,set_name,rarity,variant,popularity_rank,popularity_score,market_avg_price,ebay_avg_price,tcgplayer_avg_price,market_avg_7d_price,market_avg_30d_price,ebay_avg_7d,ebay_avg_30d,tcgplayer_avg_7d,tcgplayer_avg_30d,total_sales,ebay_sale_count,tcgplayer_sale_count,ebay_premium,ebay_low_price,ebay_median_3d,ebay_median_7d,ebay_median_30d,ebay_high_price,tcgplayer_low_price,tcgplayer_median_3d,tcgplayer_median_7d,tcgplayer_median_30d,tcgplayer_high_price,price_7d_avg,price_30d_avg,price_90d_avg,price_1y_avg,price_momentum,price_volatility
Exeggcute,019c3ac3-ec71-70da-b909-7da1c5451ab1,103/165,SV: Scarlet & Violet 151,Uncommon,Normal,144.0,5.62,1.43,2.69,0.17,1.207142855,1.211935485,2.27,2.27,0.14428571,0.15387097,3705.0,45.0,3660.0,2.52,2.69,2.69,2.195,2.34,2.69,0.02,,,,0.15,0.5529999999999999,0.3483333333333334,0.3483333333333334,0.3483333333333334,-51.196172248803826,0.6180898457920696
Exeggutor,019bffaa-1a47-7762-8bb5-57e14f567536,103/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,94.0,38.62,1.525,1.49,1.56,1.7271429,1.89904565,1.9157143,2.1158333,1.5385715,1.682258,4753.0,74.0,4679.0,-0.07,1.49,1.46,1.46,2.0,1.49,2.79,,,,2.79,1.55625,1.6563333333333334,1.6563333333333334,1.6563333333333334,-5.816059569329847,0.19785894197518655
Exeggutor,019c3ac3-ec71-70da-b909-7da1c5451ab1,103/165,SV: Scarlet & Violet 151,Uncommon,Normal,94.0,38.62,1.43,2.69,0.17,1.207142855,1.211935485,2.27,2.27,0.14428571,0.15387097,3705.0,45.0,3660.0,2.52,2.69,2.69,2.195,2.34,2.69,0.02,,,,0.15,0.5529999999999999,0.3483333333333334,0.3483333333333334,0.3483333333333334,-51.196172248803826,0.6180898457920696
Cubone,019bffaa-1a47-7762-8bb5-5a540df1c8c2,104/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,32.0,79.54,1.235,2.17,0.3,0.9364286,0.9512742,1.5471429,1.599,0.3257143,0.3035484,5339.0,89.0,5250.0,1.87,2.17,1.395,1.5,1.5,2.17,0.15,,,,0.36,0.5288888888888889,0.7457526903225806,0.7457526903225806,0.7457526903225806,-59.77218669231581,0.6980324012234004
Cubone,019c3ac3-ec71-70da-b909-80b23ff19d5f,104/165,SV: Scarlet & Violet 151,Common,Normal,32.0,79.54,0.7775,1.355,0.2,0.6914285499999999,0.890366585,1.2428571,1.6236364,0.14,0.15709677,2705.0,57.0,2648.0,1.155,0.72,0.92,1.085,1.49,1.99,0.01,,,,0.41,0.44,0.3406666666666666,0.3406666666666666,0.3406666666666666,-41.29158512720155,0.4207602588200302
Cubone,019bffab-58b9-77cf-912c-e16586a24924,,SV: Scarlet & Violet 151,,Normal,32.0,79.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marowak,019bffaa-1a47-7762-8bb5-5f6cfef304b7,105/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,41.0,73.6,1.7200000000000002,2.49,0.95,1.5524999999999998,1.5287902999999998,2.155,2.155,0.95,0.9025806,5359.0,90.0,5269.0,1.5400000000000005,2.49,2.49,2.49,2.24,2.49,1.45,,,,1.45,1.1222222222222225,1.1564516129032256,1.1564516129032256,1.1564516129032256,-17.85216178521617,0.5268304495572035
Marowak,019c3ac3-ec71-70da-b909-866a4d840ec9,105/165,SV: Scarlet & Violet 151,Rare,Holofoil,41.0,73.6,0.985,1.66,0.31,0.97464289,0.963606015,1.6678572,1.6678572,0.28142858,0.25935483,2721.0,76.0,2645.0,1.35,1.66,1.66,1.66,1.66,1.66,0.3,,,,0.4,0.4311111111111111,0.5049444433333333,0.5049444433333333,0.5049444433333333,-38.60710735748071,0.5618095542850366
Hitmonlee,019bffaa-1a47-7762-8bb5-60878b3389ee,106/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,60.0,61.06,2.1950000000000003,2.54,1.85,2.7410714,2.54330645,3.5192857,3.175,1.9628571,1.9116129,5132.0,80.0,5052.0,0.69,1.12,3.415,2.16,2.49,3.96,1.76,,,,3.32,2.2881818181818185,2.237166666666667,2.237166666666667,2.237166666666667,-17.30611636742905,1.025342401459086
Hitmonlee,019c3ac3-ec71-70da-b909-8a956b48e66f,106/165,SV: Scarlet & Violet 151,Uncommon,Normal,60.0,61.06,0.635,0.99,0.28,1.02452384,1.015860245,1.8233334,1.8233334,0.22571428,0.20838709,1567.0,49.0,1518.0,0.71,0.99,1.74,1.74,1.99,0.99,0.15,,,,0.15,0.30666666666666664,0.3816666666666666,0.3816666666666666,0.3816666666666666,-26.637554585152817,0.5374209377832391
Hitmonlee,019bffab-58b9-77cf-912c-df01bb94d795,,SV: Scarlet & Violet 151,,Normal,60.0,61.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitmonchan,019bffaa-1a47-7762-8bb5-6741867d37e1,107/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,53.0,65.68,1.85,2.09,1.61,1.9932143,2.0550565,2.355,2.4185,1.6314286,1.691613,5017.0,96.0,4921.0,0.4799999999999997,2.09,2.09,2.495,2.44,2.09,1.53,,,,2.96,1.8590909090909093,1.7765,1.7765,1.7765,-9.372361384745279,0.5183913280192072
Hitmonchan,019c3ac3-ec71-70da-b909-8dfcb57c3aef,107/165,SV: Scarlet & Violet 151,Uncommon,Normal,53.0,65.68,1.5550000000000002,2.99,0.12,1.113571405,1.12481565,2.0828571,2.0828571,0.14428571,0.1667742,5162.0,65.0,5097.0,2.87,2.99,2.99,2.65,1.99,2.99,0.01,,,,0.15,0.46111111111111114,0.44166666666666665,0.44166666666666665,0.44166666666666665,-72.83018867924528,0.7589606474434734
Hitmonchan,019bffab-58b9-77cf-912c-e9d78a420c0f,,SV: Scarlet & Violet 151,,Normal,53.0,65.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lickitung,019bffaa-1a47-7762-8bb5-6828d83b9e9a,108/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,100.0,34.66,0.64,0.99,0.29,0.96464285,0.96992943,1.6135714,1.644375,0.3157143,0.29548386,4171.0,54.0,4117.0,0.7,0.99,0.99,1.345,1.99,0.99,0.29,,,,0.29,0.39111111111111113,0.5501666666666666,0.5501666666666666,0.5501666666666666,-47.28870039382005,0.5361009994480475
Lickitung,019c3ac3-ec71-70da-b909-9010d1e65ccd,108/165,SV: Scarlet & Violet 151,Common,Normal,100.0,34.66,0.5700000000000001,1.04,0.1,0.72767857,0.73060484,1.3525,1.3525,0.10285714,0.10870968,4724.0,25.0,4699.0,0.94,1.04,1.51,1.51,1.22,1.04,0.01,,,,0.25,0.105,0.20199999999999999,0.20199999999999999,0.20199999999999999,-50.49504950495049,0.3767959294018357
Koffing,019bffaa-1a47-7762-8bb5-6e10d98029f6,109/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,129.0,15.52,1.15,1.99,0.31,1.3682143,1.35185485,2.435,2.435,0.3014286,0.2687097,4225.0,33.0,4192.0,1.68,1.99,1.99,1.99,2.34,1.99,0.26,,,,0.29,0.295,0.4473333333333332,0.4473333333333332,0.4473333333333332,-30.700447093889693,0.5685913224399604
Koffing,019c3ac3-ec71-70da-b909-95c5f7c783cb,109/165,SV: Scarlet & Violet 151,Common,Normal,129.0,15.52,0.97,1.79,0.15,0.93357138,0.93435479,1.7199999,1.7199999,0.14714286,0.14870968,6199.0,25.0,6174.0,1.64,1.79,1.79,1.79,1.72,1.79,0.15,,,,0.15,0.3333333333333333,0.256,0.256,0.256,-41.40625000000001,0.3988569875929519
Weezing,019bffaa-1a47-7762-8bb5-70a7bb5beb2e,110/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,107.0,30.04,2.35,2.99,1.71,2.2985714,2.2388575,2.662857,2.7141666,1.9342858,1.7635484,5238.0,87.0,5151.0,1.2800000000000002,2.99,2.99,2.99,2.99,2.99,0.3,,,,1.85,2.116,1.9112903225806455,1.9112903225806455,1.9112903225806455,-10.53164556962027,0.5341519255510483
Weezing,019c3ac3-ec71-70da-b909-9b3455d09f77,110/165,SV: Scarlet & Violet 151,Rare,Holofoil,107.0,30.04,1.6,2.9,0.3,0.95857145,1.135456975,1.6228572,1.9983333,0.2942857,0.27258065,7597.0,79.0,7518.0,2.6,2.9,2.9,1.7,1.7,2.9,0.32,,,,0.32,0.58,0.5812903225806452,0.5812903225806452,0.5812903225806452,-48.3906770255272,0.6371851742127708
Weezing,019bffab-58b9-77cf-912c-eefbc639b60e,,SV: Scarlet & Violet 151,,Normal,107.0,30.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyhorn,019bffaa-1a47-7762-8bb4-bb21fb8839c2,111/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,65.0,57.76,1.125,1.98,0.27,0.980595225,0.973682785,1.6783333,1.6783333,0.28285715,0.26903227,3728.0,31.0,3697.0,1.71,1.98,1.98,1.98,1.66,1.98,0.29,,,,0.29,0.28250000000000003,0.4183333333333333,0.4183333333333333,0.4183333333333333,-35.45816733067728,0.4600306086767926
Rhyhorn,019c3ac3-ec71-70da-b908-fc57eee66dfb,111/165,SV: Scarlet & Violet 151,Common,Normal,65.0,57.76,0.54,0.99,0.09,0.5746428079999999,0.5766935,1.0749999,1.0749999,0.074285716,0.0783871,3998.0,24.0,3974.0,0.9,0.99,0.99,1.075,0.99,0.99,0.01,,,,0.4,0.1766666666666667,0.14366666666666666,0.14366666666666666,0.14366666666666666,-37.35498839907193,0.2551873325865602
Rhydon,019bffaa-1a47-7762-8bb4-c3bec2ef9521,112/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,50.0,67.66,0.99,1.75,0.23,0.91071429,0.93103226,1.5957143,1.644,0.22571428,0.21806452,3791.0,43.0,3748.0,1.52,1.75,1.52,1.52,1.595,1.75,0.1,,,,0.6,0.39222222222222225,0.43366666666666664,0.43366666666666664,0.43366666666666664,-46.963873943120674,0.5265861643698466
Rhydon,019c3ac3-ec71-70da-b909-06ce2690b58e,112/165,SV: Scarlet & Violet 151,Uncommon,Normal,50.0,67.66,1.06,2.0,0.12,1.02607138,1.024919305,1.9449999,1.9449999,0.10714286,0.10483871,3707.0,25.0,3682.0,1.88,2.0,2.0,2.0,1.945,2.0,0.25,,,,0.25,0.105,0.16700000000000007,0.16700000000000007,0.16700000000000007,-28.143712574850333,0.34638179055427587
Chansey,019bffaa-1a47-7762-8bb4-c8fe5a076bd9,113/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,80.0,47.86,1.845,2.25,1.44,1.6857143,1.67020525,1.96,2.0536363,1.4114286,1.2867742,5534.0,110.0,5424.0,0.81,2.25,2.25,1.87,1.99,2.25,1.4,,,,2.27,1.511111111111111,1.4535483870967745,1.4535483870967745,1.4535483870967745,-0.932090545938771,0.31978689140422645
Chansey,019c3ac3-ec71-70da-b909-08e42511068c,113/165,SV: Scarlet & Violet 151,Rare,Holofoil,80.0,47.86,1.0125,1.645,0.38,0.85392858,1.054405235,1.3464286,1.786875,0.36142856,0.32193547,12283.0,136.0,12147.0,1.265,1.5,1.25,1.5,1.97,1.79,0.32,,,,0.54,0.7649999999999999,0.9175,0.9175,0.9175,-58.58310626702997,0.7363982126446308
Tangela,019bffaa-1a47-7762-8bb4-d973499859ec,114/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,124.0,18.82,0.78,1.29,0.27,0.9778571,1.02927419,1.6857142,1.775,0.27,0.28354838,3702.0,42.0,3660.0,1.02,1.29,1.29,1.545,1.695,1.29,0.27,,,,0.27,0.38333333333333336,0.6063333333333334,0.6063333333333334,0.6063333333333334,-55.470038482682796,0.6169808767691675
Tangela,019bffab-58b9-77cf-912b-8bed64c35123,178/165,SV: Scarlet & Violet 151,Illustration Rare,Holofoil,124.0,18.82,20.1075,17.915,22.3,19.292500500000003,17.3093735,18.129286,16.216167,20.455715,18.40258,7713.0,466.0,7247.0,-4.385000000000002,15.84,18.83,17.99,15.99,19.99,18.0,,,,19.18,19.229270875,18.183805600000003,18.183805600000003,18.183805600000003,22.636594839091313,2.5109222498268693
Tangela,019c3ac3-ec71-70da-b909-0d9f619e762e,114/165,SV: Scarlet & Violet 151,Common,Normal,124.0,18.82,0.98,1.88,0.08,2.166190345,2.1760751375,4.2466664,4.2466664,0.08571429,0.105483875,3498.0,23.0,3475.0,1.7999999999999998,1.88,1.88,1.88,1.93,1.88,0.08,,,,0.08,0.28555555555555556,0.5206666666666666,0.5206666666666666,0.5206666666666666,-84.63508322663252,1.6629137977810435
Kangaskhan,019bffaa-1a47-7762-8bb4-e1e25136e2ab,115/165,SV: Scarlet & Violet 151,Double Rare,Holofoil,48.0,68.98,1.5266666999999998,1.8433334,1.21,1.70499995,1.70398235,2.1942856,2.1611905,1.2157143,1.2467742,12300.0,284.0,12016.0,0.6333333999999999,0.99,2.27,1.99,1.99,3.29,0.99,,,,2.99,1.5861111166666666,1.6060000033333337,1.6060000033333337,1.6060000033333337,-24.657534402952418,0.6172280161374571
Kangaskhan,019bffab-58b9-77cf-912b-6314ac263dd0,190/165,SV: Scarlet & Violet 151,Ultra Rare,Holofoil,48.0,68.98,10.8,12.99,8.61,8.4992855,8.016603,9.061428,8.2973995,7.937143,7.7358065,5928.0,267.0,5661.0,4.380000000000001,12.99,10.49,7.99,7.99,12.99,7.0,,,,7.36,8.344242409090908,8.227311822580646,8.227311822580646,8.227311822580646,4.651436406834969,1.1433107984706705
Horsea,019bffaa-1a47-7762-8bb4-e71ff5eeb7f4,116/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,101.0,34.0,0.48,0.72,0.24,0.86625,0.8514112899999999,1.4725,1.4725,0.26,0.23032258,3716.0,40.0,3676.0,0.48,0.72,1.505,1.59,1.645,0.72,0.3,,,,0.3,0.25625,0.3975,0.3975,0.3975,-39.62264150943397,0.47930400330709405
Horsea,019c3ac3-ec71-70da-b909-110a9e64b732,116/165,SV: Scarlet & Violet 151,Common,Normal,101.0,34.0,1.04,1.99,0.09,0.925714285,0.92951613,1.76,1.76,0.09142857,0.09903226,4092.0,27.0,4065.0,1.9,1.99,1.985,1.985,1.98,1.99,0.01,,,,0.25,0.3022222222222222,0.22500000000000003,0.22500000000000003,0.22500000000000003,-60.00000000000001,0.4792289065025045
Seadra,019bffaa-1a47-7762-8bb4-eb5a982812e7,117/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,66.0,57.1,0.8099999999999999,1.39,0.23,0.84809527,0.836827985,1.4333334,1.4333334,0.26285714,0.24032257,3706.0,31.0,3675.0,1.16,1.39,1.39,1.39,1.45,1.39,0.27,,,,0.4,0.38555555555555554,0.31966666666666665,0.31966666666666665,0.31966666666666665,-28.050052137643373,0.30020089059268906
Seadra,019c3ac3-ec71-70da-b909-1414493cfa8f,117/165,SV: Scarlet & Violet 151,Uncommon,Normal,66.0,57.1,1.04,1.99,0.09,1.0369047775,1.044623672,1.9866667,1.9866667,0.087142855,0.102580644,3784.0,36.0,3748.0,1.9,1.99,1.985,1.985,1.99,1.99,0.01,,,,0.25,0.29888888888888887,0.22799999999999995,0.22799999999999995,0.22799999999999995,-60.52631578947367,0.4780448687641404
Goldeen,019bffaa-1a47-7762-8bb5-75743774c299,118/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,142.0,6.94,0.945,1.66,0.23,0.888095225,0.87698923,1.5233333,1.5233333,0.25285715,0.23064516,3496.0,38.0,3458.0,1.43,1.66,1.66,1.66,1.55,1.66,0.18,,,,0.29,0.25125,0.3606451612903226,0.3606451612903226,0.3606451612903226,-36.22540250447227,0.3923853164418105
Goldeen,019c3ac3-ec71-70da-b909-9cdf6a91aab6,118/165,SV: Scarlet & Violet 151,Common,Normal,142.0,6.94,1.065,1.99,0.14,0.8584285730000001,0.84635484,1.594,1.594,0.122857146,0.09870968,3761.0,23.0,3738.0,1.85,1.99,2.33,2.33,1.31,1.99,0.01,,,,0.01,0.3244444444444444,0.28099999999999997,0.28099999999999997,0.28099999999999997,-50.17793594306049,0.5883252091523342
Seaking,019bffaa-1a47-7762-8bb5-7a5edd9ffccb,119/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,132.0,13.54,2.635,3.88,1.39,1.9278572,1.9076959,2.5357144,2.5357144,1.32,1.2796774,4508.0,58.0,4450.0,2.49,3.88,3.88,3.185,2.49,3.88,1.96,,,,1.96,1.5955555555555556,1.51,1.51,1.51,-7.947019867549676,0.6677703507788515
Seaking,019c3ac3-ec71-70da-b909-a2f1ea6a3456,119/165,SV: Scarlet & Violet 151,Uncommon,Normal,132.0,13.54,1.525,2.9,0.15,1.11128572,1.11216129,2.094,2.094,0.12857144,0.13032258,3622.0,40.0,3582.0,2.75,2.9,2.9,2.445,1.99,2.9,0.15,,,,0.15,0.5900000000000001,0.4030000000000001,0.4030000000000001,0.4030000000000001,-62.77915632754344,0.8472354637492949
Staryu,019bffaa-1a47-7762-8bb5-7e04cb162941,120/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,92.0,39.94,1.135,1.99,0.28,1.05857141,1.07460484,1.8285714,1.8705,0.28857142,0.27870968,4211.0,54.0,4157.0,1.71,1.99,1.99,1.87,1.99,1.99,0.29,,,,0.29,0.7966666666666667,0.7053333333333335,0.7053333333333335,0.7053333333333335,-60.302457466918725,0.7232433335608631
Staryu,019c3ac3-ec71-70da-b909-a764bfe5a7a1,120/165,SV: Scarlet & Violet 151,Common,Normal,92.0,39.94,1.06,1.99,0.13,1.000714287,1.009032255,1.89,1.89,0.111428574,0.12806451,4470.0,28.0,4442.0,1.86,1.99,1.99,1.99,1.89,1.99,0.15,,,,0.15,0.3233333333333334,0.24566666666666667,0.24566666666666667,0.24566666666666667,-47.08276797829036,0.4487198906109301
Starmie,019bffaa-1a47-7762-8bb5-8207ed8c8ef6,121/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,49.0,68.32,1.92,2.99,0.85,1.602857175,1.60605995,2.3985715,2.3985715,0.80714285,0.8135484,5162.0,86.0,5076.0,2.14,2.99,2.99,2.99,1.99,2.99,0.72,,,,1.38,1.244,1.1053333333333333,1.1053333333333333,1.1053333333333333,-23.10012062726176,0.627169246988256
Starmie,019c3ac3-ec71-70da-b909-a941a7dde770,121/165,SV: Scarlet & Violet 151,Rare,Holofoil,49.0,68.32,0.88,1.49,0.27,0.27571428,0.26193547,,,0.27571428,0.26193547,7476.0,95.0,7381.0,1.22,1.49,1.31,1.31,1.38,1.49,0.19,,,,0.35,0.5572727272727273,0.7113333333333335,0.7113333333333335,0.7113333333333335,-62.04311152764762,0.6995995570538085
Mr. Mime,019bffaa-1a47-7762-8bb5-8584ca6ebcb4,122/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,119.0,22.12,1.3050000000000002,1.49,1.12,1.3807143,1.336326175,1.7914286,1.8355556,0.97,0.83709675,5181.0,88.0,5093.0,0.3699999999999999,1.49,1.545,1.795,1.99,1.49,1.0,,,,1.4,0.9612499999999999,1.0066666666666666,1.0066666666666666,1.0066666666666666,11.258278145695384,0.39171887644191916
Mr. Mime,019bffab-58b9-77cf-912b-6deb4f89a22e,179/165,SV: Scarlet & Violet 151,Illustration Rare,Holofoil,119.0,22.12,15.325,15.0,15.65,15.2878575,15.8896625,15.18,15.533519,15.395715,16.245806,7353.0,368.0,6985.0,-0.6500000000000004,15.0,15.0,16.0,15.49,15.0,15.25,,,,16.24,15.090769230769231,16.246317161290317,16.246317161290317,16.246317161290317,-3.670475932300193,1.6146509622699903
Mr. Mime,019c3ac3-ec71-70da-b909-ae150d49487f,122/165,SV: Scarlet & Violet 151,Rare,Holofoil,119.0,22.12,1.65,3.0,0.3,1.118571485,0.97625806,1.9457144,1.688,0.29142857,0.26451612,7828.0,99.0,7729.0,2.7,3.0,3.0,1.7,1.39,3.0,0.23,,,,0.26,0.6920000000000001,0.7736666666666667,0.7736666666666667,0.7736666666666667,-61.223610512710046,0.8685520385550659
Scyther,019bffaa-1a47-7762-8bb5-893592a2f0a7,123/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,21.0,86.8,2.95,2.85,3.05,2.87625,2.80979835,3.0425,3.0425,2.71,2.5770967,5104.0,33.0,5071.0,-0.1999999999999997,2.71,2.85,2.85,2.99,2.99,2.88,,,,3.84,2.7055555555555557,2.6236666666666664,2.6236666666666664,2.6236666666666664,16.24952356752637,0.18018158146395147
Scyther,019c3ac3-ec71-70da-b909-b1183fa97b92,123/165,SV: Scarlet & Violet 151,Uncommon,Normal,21.0,86.8,2.95,5.74,0.16,0.14857143,0.16548388,,,0.14857143,0.16548388,7049.0,21.0,7028.0,5.58,5.74,5.74,5.74,5.74,5.74,0.16,,,,0.16,0.7711111111111113,0.3516666666666667,0.3516666666666667,0.3516666666666667,-54.502369668246445,1.0180172863966008
Scyther,019bffab-58b9-77cf-912c-eefbc639b60e,,SV: Scarlet & Violet 151,,Normal,21.0,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jynx,019bffaa-1a47-7762-8bb5-8c835df901c6,124/165,SV: Scarlet & Violet 151,Double Rare,Holofoil,141.0,7.6,1.7,1.99,1.41,1.8210714,1.9200339,2.3507142,2.576842,1.2914286,1.2632258,10875.0,278.0,10597.0,0.5800000000000001,1.99,2.37,2.25,2.29,1.99,1.24,,,,2.49,1.6849999999999998,1.763722223333333,1.763722223333333,1.763722223333333,-20.055438359495096,0.7618720265986524
Jynx,019bffab-58b9-77cf-912b-5ff11fa9483b,191/165,SV: Scarlet & Violet 151,Ultra Rare,Holofoil,141.0,7.6,7.5075,6.585,8.43,8.1564287,8.3361415,7.9642854,8.786154,8.348572,7.886129,6192.0,337.0,5855.0,-1.845,5.5,7.335,7.67,7.995,7.67,6.9,,,,7.99,7.952307692307692,8.159000033333335,8.159000033333335,8.159000033333335,3.3214850540446497,0.7657868342242996
Electabuzz,019bffaa-1a47-7762-8bb5-921f851e28bc,125/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,47.0,69.64,1.18,1.69,0.67,1.36714285,1.3705991,2.0757143,2.0757143,0.6585714,0.6654839,4764.0,93.0,4671.0,1.02,1.69,1.69,1.74,2.19,1.69,0.67,,,,0.88,0.9463636363636364,0.9493333333333334,0.9493333333333334,0.9493333333333334,-29.424157303370784,0.5826155847042113
Electabuzz,019c3ac3-ec71-70da-b909-b46ffd3ef87b,125/165,SV: Scarlet & Violet 151,Common,Normal,47.0,69.64,1.76,3.4,0.12,1.15214283,1.036475808,2.2071428,1.9665,0.09714286,0.106451616,2051.0,212.0,1839.0,3.28,3.0,2.595,2.0,1.99,3.8,0.01,,,,0.01,0.9515384615384617,0.8371666666666665,0.8371666666666665,0.8371666666666665,-85.66593669122038,1.04183333379303
Electabuzz,019bffab-58b9-77cf-912c-d4751a196902,,SV: Scarlet & Violet 151,,Normal,47.0,69.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magmar,019bffaa-1a47-7762-8bb5-96ef5db53240,126/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,61.0,60.4,2.425,2.89,1.96,2.35071435,2.24455645,2.8042858,2.7275,1.8971429,1.7616129,4781.0,85.0,4696.0,0.9300000000000002,2.89,2.44,2.4,2.69,2.89,2.75,,,,2.75,2.029090909090909,1.9863333333333335,1.9863333333333335,1.9863333333333335,-1.3257257929182853,0.5866120337675657
Magmar,019c3ac3-ec71-70da-b909-bbee9871601d,126/165,SV: Scarlet & Violet 151,Common,Normal,61.0,60.4,1.045,1.99,0.1,1.22000005,1.223548435,2.3500001,2.3500001,0.09,0.09709677,1869.0,46.0,1823.0,1.89,1.99,1.99,2.07,2.15,1.99,0.01,,,,0.25,0.485,0.32099999999999995,0.32099999999999995,0.32099999999999995,-68.84735202492212,0.7002824553288332
Pinsir,019bffab-58b9-77cf-912a-90e483632445,127/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,75.0,51.16,3.265,4.63,1.9,2.4928572,2.31381235,3.1785715,2.7718182,1.8071429,1.8558065,4626.0,76.0,4550.0,2.73,4.63,2.99,2.99,2.77,4.63,2.86,,,,2.86,2.2900000000000005,2.124666666666667,2.124666666666667,2.124666666666667,-10.574207718857885,0.7083917352529691
Pinsir,019c3ac3-ec71-70da-b909-be4bc941ea79,127/165,SV: Scarlet & Violet 151,Uncommon,Normal,75.0,51.16,0.885,1.59,0.18,1.052857145,1.05983871,1.98,1.98,0.12571429,0.13967742,3918.0,39.0,3879.0,1.41,1.59,1.59,1.59,2.15,1.59,0.01,,,,0.25,0.12125,0.2709677419354839,0.2709677419354839,0.2709677419354839,-33.57142857142858,0.531515787402467
Taurus,019bffab-58b9-77cf-912a-954c14a757e6,128/165,SV: Scarlet & Violet 151,Uncommon,Reverse_Holofoil,,,1.775,2.19,1.36,1.8185715,1.7020409,2.3185716,2.1773076,1.3185714,1.2267742,4768.0,85.0,4683.0,0.8299999999999998,2.19,2.19,2.19,1.99,2.19,1.97,,,,2.05,1.6118181818181818,1.5543333333333333,1.5543333333333333,1.5543333333333333,-12.50268067767531,0.5355415134643421
Taurus,019c3ac3-ec71-70da-b909-c243946fc825,128/165,SV: Scarlet & Violet 151,Uncommon,Normal,,,2.705,5.27,0.14,1.61166665,1.61279568,3.0833333,3.0833333,0.14,0.14225806,4110.0,46.0,4064.0,5.13,5.27,5.27,5.27,2.09,5.27,0.15,,,,0.15,1.167,0.6603333333333332,0.6603333333333332,0.6603333333333332,-78.79858657243815,1.3654643856599655
Magikarp,019bffab-58b9-77cf-912a-9a9b69ca4c1b,129/165,SV: Scarlet & Violet 151,Common,Reverse_Holofoil,89.0,41.92,1.165,1.99,0.34,1.10857142,1.10354839,1.9,1.9,0.31714284,0.30709678,5645.0,39.0,5606.0,1.65,1.99,1.99,1.99,1.78,1.99,0.29,,,,0.4,0.5022222222222221,0.5723333333333331,0.5723333333333331,0.5723333333333331,-40.59405940594057,0.655857865874829
Magikarp,019c3ac3-ec71-70da-b909-c78a6a56bd5b,129/165,SV: Scarlet & Violet 151,Common,Normal,89.0,41.92,0.715,1.22,0.21,1.01535714,1.019596775,1.855,1.855,0.17571428,0.18419355,7040.0,15.0,7025.0,1.01,1.22,1.22,1.22,1.855,1.22,0.21,,,,0.21,0.1775,0.21933333333333335,0.21933333333333335,0.21933333333333335,-4.255319148936182,0.19091311136732864
Gyarados,019bffab-58b9-77cf-912a-9f070ef58a49,130/165,SV: Scarlet & Violet 151,Rare,Reverse_Holofoil,2.0,99.34,1.635,1.5,1.77,2.0228572,2.1508115,2.1685715,2.4596875,1.8771429,1.8419355,5754.0,149.0,5605.0,-0.27,1.5,1.595,1.99,2.5,1.5,1.58,,,,3.06,1.959285714285714,2.2120806451612904,2.2120806451612904,2.2120806451612904,-19.984834012643187,0.7134978637759914
Gyarados,019c3ac3-ec71-70da-b909-cb0f57179735,130/165,SV: Scarlet & Violet 151,Rare,Holofoil,2.0,99.34,1.045,1.74,0.35,1.12178577,1.123983025,1.9150001,1.9186112,0.32857144,0.32935485,12898.0,148.0,12750.0,1.39,1.74,1.74,1.845,1.935,1.74,0.25,,,,0.44,0.48666666666666664,0.8398888866666667,0.8398888866666667,0.8398888866666667,-58.32782103010404,0.7522401930503034
